Date,X_t,X_t-1,X_t-2,X_t-3,X_t-4,X_t-5,X_t-6,X_t-7,X_t-8,X_t-9,X_t-10,X_t-11,X_t-12,X_t-13,X_t-14,X_t-15,X_t-16,X_t-17,X_t-18,X_t-19,X_t-20,X_t-21,X_t-22,X_t-23,X_t-24,X_t-25,Pos_t-1,Neu_t-1,Neg_t-1
2017-10-09,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,0.0,1.0,0.0
2017-10-10,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,,,
2017-10-11,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,0.133,0.681,0.1855
2017-10-12,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,0.0,1.0,0.0
2017-10-13,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,0.13,0.797,0.073
2017-10-16,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,0.0,1.0,0.0
2017-10-17,1011.0,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,0.11966666666666666,0.6926666666666668,0.18766666666666665
2017-10-18,1012.74,1011.0,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,0.06066666666666667,0.749,0.19033333333333333
2017-10-19,1001.84,1012.74,1011.0,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,0.2795,0.6425000000000001,0.078
2017-10-20,1005.07,1001.84,1012.74,1011.0,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,0.0,0.9473333333333334,0.05266666666666667
2017-10-23,985.54,1005.07,1001.84,1012.74,1011.0,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,0.1945,0.8055,0.0
2017-10-24,988.49,985.54,1005.07,1001.84,1012.74,1011.0,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,,,
2017-10-25,991.46,988.49,985.54,1005.07,1001.84,1012.74,1011.0,1009.35,1007.87,1005.65,1005.65,987.8,992.31,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,0.18133333333333335,0.7533333333333333,0.06533333333333334
